,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,STATUS,PRODUCTCODE,PHONE,CITY,STATE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
638,10253,33,100.0,Cancelled,S18_1984,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Medium
639,10266,49,100.0,Shipped,S18_1984,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Medium
640,10278,29,100.0,Shipped,S18_1984,7025551838,Las Vegas,NV,USA,King,Sue,Medium
641,10287,24,100.0,Shipped,S18_1984,0897-034555,Gensve,,Switzerland,Holz,Michael,Medium
642,10301,47,100.0,Shipped,S18_1984,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Large
643,10310,24,100.0,Shipped,S18_1984,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Medium
644,10321,25,100.0,Shipped,S18_1984,5085552555,New Bedford,MA,USA,Benitez,Violeta,Medium
645,10331,30,32.47,Shipped,S18_1984,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Small
646,10342,22,100.0,Shipped,S18_1984,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
647,10356,27,64.69,Shipped,S18_1984,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Small
648,10366,34,100.0,Shipped,S18_1984,(071) 23 67 2555,Charleroi,,Belgium,Cartrain,Pascale,Medium
649,10377,36,100.0,Shipped,S18_1984,90-224 8555,Helsinki,,Finland,Karttunen,Matti,Medium
650,10390,34,43.05,Shipped,S18_1984,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
651,10406,48,100.0,Disputed,S18_1984,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Large
652,10419,34,100.0,Shipped,S18_1984,6562-9555,Salzburg,,Austria,Pipps,Georg,Medium
653,10104,24,100.0,Shipped,S18_2238,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
654,10115,46,100.0,Shipped,S18_2238,2125558493,NYC,NY,USA,Hernandez,Maria,Large
655,10127,45,100.0,Shipped,S18_2238,2125557413,NYC,NY,USA,Young,Jeff,Large
656,10141,39,100.0,Shipped,S18_2238,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
657,10151,43,100.0,Shipped,S18_2238,981-443655,Oulu,,Finland,Koskitalo,Pirkko,Large
658,10165,29,100.0,Shipped,S18_2238,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
659,10176,20,100.0,Shipped,S18_2238,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Medium
660,10184,46,100.0,Shipped,S18_2238,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Large
661,10195,27,100.0,Shipped,S18_2238,9145554562,White Plains,NY,USA,Frick,Steve,Medium
662,10207,44,100.0,Shipped,S18_2238,6175552555,Boston,MA,USA,Franco,Valarie,Large
663,10219,43,100.0,Shipped,S18_2238,4155554312,Brisbane,CA,USA,Taylor,Sue,Large
664,10230,49,100.0,Shipped,S18_2238,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Large
665,10246,40,100.0,Shipped,S18_2238,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
666,10259,30,100.0,Shipped,S18_2238,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Medium
667,10271,50,100.0,Shipped,S18_2238,4155551450,San Rafael,CA,USA,Nelson,Valarie,Large
668,10282,23,100.0,Shipped,S18_2238,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
669,10292,26,100.0,Shipped,S18_2238,2125557818,NYC,NY,USA,Yu,Kwai,Medium
670,10305,27,100.0,Shipped,S18_2238,6175558555,Cambridge,MA,USA,Hernandez,Marta,Medium
671,10314,42,100.0,Shipped,S18_2238,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Medium
672,10324,47,100.0,Shipped,S18_2238,2125551500,NYC,NY,USA,Frick,Michael,Large
673,10336,49,100.0,Shipped,S18_2238,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Large
674,10349,38,100.0,Shipped,S18_2238,2125557413,NYC,NY,USA,Young,Jeff,Medium
675,10358,20,100.0,Shipped,S18_2238,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
676,10371,25,100.0,Shipped,S18_2238,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
677,10382,25,88.0,Shipped,S18_2238,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
678,10412,41,100.0,Shipped,S18_2238,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
679,10425,28,100.0,In Process,S18_2238,40.67.8555,Nantes,,France,Labrune,Janine,Medium
680,10100,50,67.8,Shipped,S18_2248,6035558647,Nashua,NH,USA,Young,Valarie,Medium
681,10110,32,50.25,Shipped,S18_2248,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
682,10124,42,53.88,Shipped,S18_2248,7025551838,Las Vegas,NV,USA,King,Sue,Small
683,10149,24,62.36,Shipped,S18_2248,4155554312,Brisbane,CA,USA,Taylor,Sue,Small
684,10162,27,69.62,Shipped,S18_2248,6505551386,San Francisco,CA,USA,Brown,Julie,Small
685,10173,26,57.51,Shipped,S18_2248,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
686,10182,38,61.15,Shipped,S18_2248,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
687,10193,42,59.33,Shipped,S18_2248,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Small
688,10204,23,71.44,Shipped,S18_2248,2125557413,NYC,NY,USA,Young,Jeff,Small
689,10214,21,62.96,Shipped,S18_2248,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Small
690,10227,28,50.85,Shipped,S18_2248,78.32.5555,Lyon,,France,Saveley,Mary,Small
691,10241,33,72.65,Shipped,S18_2248,88.60.1555,Strasbourg,,France,Citeaux,Frederique,Small
692,10280,25,62.96,Shipped,S18_2248,011-4988555,Torino,,Italy,Accorti,Paolo,Small
693,10288,28,61.75,Shipped,S18_2248,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
694,10303,46,49.04,Shipped,S18_2248,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Small
695,10312,30,61.15,Shipped,S18_2248,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
696,10332,38,84.25,Shipped,S18_2248,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
697,10344,40,56.91,Shipped,S18_2248,91.24.4555,Marseille,,France,Lebihan,Laurence,Small
698,10367,45,100.0,Resolved,S18_2248,6265557265,Pasadena,CA,USA,Young,Julie,Large
699,10379,27,49.3,Shipped,S18_2248,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
700,10407,42,72.65,On Hold,S18_2248,4085553659,San Jose,CA,USA,Frick,Sue,Medium
701,10420,36,63.57,In Process,S18_2248,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
702,10104,29,100.0,Shipped,S18_2319,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
703,10114,39,100.0,Shipped,S18_2319,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Medium
704,10127,45,100.0,Shipped,S18_2319,2125557413,NYC,NY,USA,Young,Jeff,Medium
705,10141,47,100.0,Shipped,S18_2319,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
706,10151,49,100.0,Shipped,S18_2319,981-443655,Oulu,,Finland,Koskitalo,Pirkko,Medium
707,10165,46,100.0,Shipped,S18_2319,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
708,10175,48,100.0,Shipped,S18_2319,(171) 555-0297,London,,UK,Brown,Ann,Medium
709,10184,46,100.0,Shipped,S18_2319,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Medium
710,10195,35,100.0,Shipped,S18_2319,9145554562,White Plains,NY,USA,Frick,Steve,Medium
711,10207,43,100.0,Shipped,S18_2319,6175552555,Boston,MA,USA,Franco,Valarie,Medium
712,10229,26,100.0,Shipped,S18_2319,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
713,10246,22,98.18,Shipped,S18_2319,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
714,10259,34,99.41,Shipped,S18_2319,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Medium
715,10271,50,100.0,Shipped,S18_2319,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
716,10281,48,100.0,Shipped,S18_2319,2155551555,Allentown,PA,USA,Yu,Kyung,Medium
717,10292,41,100.0,Shipped,S18_2319,2125557818,NYC,NY,USA,Yu,Kwai,Medium
718,10305,36,100.0,Shipped,S18_2319,6175558555,Cambridge,MA,USA,Hernandez,Marta,Medium
719,10313,29,100.0,Shipped,S18_2319,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Medium
720,10324,33,37.48,Shipped,S18_2319,2125551500,NYC,NY,USA,Frick,Michael,Small
721,10334,46,100.0,On Hold,S18_2319,0921-12 3555,Lule,,Sweden,Berglund,Christina,Medium
722,10349,38,100.0,Shipped,S18_2319,2125557413,NYC,NY,USA,Young,Jeff,Medium
723,10358,20,36.42,Shipped,S18_2319,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
724,10370,22,100.0,Shipped,S18_2319,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Medium
725,10383,27,100.0,Shipped,S18_2319,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
726,10412,56,98.18,Shipped,S18_2319,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
727,10425,38,99.41,In Process,S18_2319,40.67.8555,Nantes,,France,Labrune,Janine,Medium
728,10101,25,100.0,Shipped,S18_2325,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Medium
729,10110,33,100.0,Shipped,S18_2325,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
730,10124,42,100.0,Shipped,S18_2325,7025551838,Las Vegas,NV,USA,King,Sue,Medium
731,10149,33,100.0,Shipped,S18_2325,4155554312,Brisbane,CA,USA,Taylor,Sue,Medium
732,10162,38,100.0,Shipped,S18_2325,6505551386,San Francisco,CA,USA,Brown,Julie,Medium
733,10173,31,100.0,Shipped,S18_2325,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Medium
734,10182,20,100.0,Shipped,S18_2325,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
735,10193,44,100.0,Shipped,S18_2325,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Medium
736,10204,26,100.0,Shipped,S18_2325,2125557413,NYC,NY,USA,Young,Jeff,Medium
737,10214,27,100.0,Shipped,S18_2325,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Medium
738,10227,46,100.0,Shipped,S18_2325,78.32.5555,Lyon,,France,Saveley,Mary,Large
739,10243,47,100.0,Shipped,S18_2325,6175552555,Boston,MA,USA,Franco,Valarie,Medium
740,10280,37,100.0,Shipped,S18_2325,011-4988555,Torino,,Italy,Accorti,Paolo,Medium
741,10288,31,100.0,Shipped,S18_2325,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Medium
742,10304,24,100.0,Shipped,S18_2325,30.59.8555,Versailles,,France,Tonini,Daniel,Small
743,10312,31,100.0,Shipped,S18_2325,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
744,10322,50,100.0,Shipped,S18_2325,6035558647,Nashua,NH,USA,Young,Valarie,Large
745,10332,35,64.69,Shipped,S18_2325,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
746,10344,30,100.0,Shipped,S18_2325,91.24.4555,Marseille,,France,Lebihan,Laurence,Medium
747,10356,29,100.0,Shipped,S18_2325,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Medium
748,10367,27,100.0,Resolved,S18_2325,6265557265,Pasadena,CA,USA,Young,Julie,Medium
749,10380,40,100.0,Shipped,S18_2325,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
750,10390,31,98.99,Shipped,S18_2325,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
751,10409,6,100.0,Shipped,S18_2325,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
752,10420,45,100.0,In Process,S18_2325,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Medium
753,10103,22,54.09,Shipped,S18_2432,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Small
754,10114,45,68.67,Shipped,S18_2432,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Medium
755,10126,43,65.02,Shipped,S18_2432,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Small
756,10140,46,61.99,Shipped,S18_2432,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
757,10151,39,69.28,Shipped,S18_2432,981-443655,Oulu,,Finland,Koskitalo,Pirkko,Small
758,10165,31,71.1,Shipped,S18_2432,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Small
759,10175,41,69.28,Shipped,S18_2432,(171) 555-0297,London,,UK,Brown,Ann,Small
760,10184,44,60.16,Shipped,S18_2432,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Small
761,10194,45,70.49,Shipped,S18_2432,78.32.5555,Lyon,,France,Saveley,Mary,Medium
762,10207,37,69.89,Shipped,S18_2432,6175552555,Boston,MA,USA,Franco,Valarie,Small
763,10217,35,61.38,Shipped,S18_2432,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
764,10229,28,59.55,Shipped,S18_2432,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
765,10246,30,61.99,Shipped,S18_2432,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
766,10259,30,49.22,Shipped,S18_2432,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
767,10271,25,69.28,Shipped,S18_2432,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
768,10281,29,57.73,Shipped,S18_2432,2155551555,Allentown,PA,USA,Yu,Kyung,Small
769,10291,26,57.73,Shipped,S18_2432,0695-34 6555,Boras,,Sweden,Larsson,Maria,Small
770,10305,41,53.48,Shipped,S18_2432,6175558555,Cambridge,MA,USA,Hernandez,Marta,Small
771,10313,34,52.87,Shipped,S18_2432,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Small
772,10322,35,61.21,Shipped,S18_2432,6035558647,Nashua,NH,USA,Young,Valarie,Small
773,10334,34,61.38,On Hold,S18_2432,0921-12 3555,Lule,,Sweden,Berglund,Christina,Small
774,10347,50,100.0,Shipped,S18_2432,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
775,10357,41,61.99,Shipped,S18_2432,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
776,10370,22,96.86,Shipped,S18_2432,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
777,10381,35,48.62,Shipped,S18_2432,6505551386,San Francisco,CA,USA,Brown,Julie,Small
778,10391,44,38.5,Shipped,S18_2432,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
779,10412,47,61.99,Shipped,S18_2432,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
780,10425,19,49.22,In Process,S18_2432,40.67.8555,Nantes,,France,Labrune,Janine,Small
781,10106,34,90.39,Shipped,S18_2581,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Medium
782,10120,29,71.81,Shipped,S18_2581,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
783,10133,49,69.27,Shipped,S18_2581,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
784,10145,30,85.32,Shipped,S18_2581,6265557265,Pasadena,CA,USA,Young,Julie,Small
785,10168,21,70.96,Shipped,S18_2581,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
786,10210,50,76.88,Shipped,S18_2581,+81 06 6342 5555,Osaka,Osaka,Japan,Kentary,Mory,Medium
787,10223,47,100.0,Shipped,S18_2581,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
788,10235,24,76.03,Shipped,S18_2581,(604) 555-4555,Tsawassen,BC,Canada,Lincoln,Elizabeth,Small
789,10250,27,98.84,Shipped,S18_2581,4085553659,San Jose,CA,USA,Frick,Sue,Small
790,10263,33,86.17,Shipped,S18_2581,2035552570,Bridgewater,CT,USA,King,Julie,Small
791,10275,35,90.39,Shipped,S18_2581,40.67.8555,Nantes,,France,Labrune,Janine,Medium
792,10284,31,71.81,Shipped,S18_2581,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Small
793,10297,25,82.79,Shipped,S18_2581,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Small
794,10308,27,82.79,Shipped,S18_2581,9145554562,White Plains,NY,USA,Frick,Steve,Small
795,10318,31,100.0,Shipped,S18_2581,2155551555,Allentown,PA,USA,Yu,Kyung,Medium
796,10327,45,100.0,Resolved,S18_2581,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Medium
797,10339,27,100.0,Shipped,S18_2581,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Small
798,10353,27,100.0,Shipped,S18_2581,2035554407,Glendale,CT,USA,Lewis,Dan,Medium
799,10374,42,69.27,Shipped,S18_2581,61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Small
800,10386,21,74.77,Resolved,S18_2581,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
801,10398,34,76.88,Shipped,S18_2581,26.47.1555,Reims,,France,Henriot,Paul,Small
802,10401,42,76.03,On Hold,S18_2581,2015559350,Newark,NJ,USA,Brown,William,Medium
803,10416,15,98.84,Shipped,S18_2581,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
804,10107,29,70.87,Shipped,S18_2625,2125557818,NYC,NY,USA,Yu,Kwai,Small
805,10120,46,58.15,Shipped,S18_2625,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
806,10134,30,61.78,Shipped,S18_2625,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Small
807,10145,30,49.67,Shipped,S18_2625,6265557265,Pasadena,CA,USA,Young,Julie,Small
808,10159,42,51.48,Shipped,S18_2625,6505551386,San Francisco,CA,USA,Brown,Julie,Small
809,10168,46,61.18,Shipped,S18_2625,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
810,10180,25,64.2,Shipped,S18_2625,20.16.1555,Lille,,France,Rance,Martine,Small
811,10188,32,65.42,Shipped,S18_2625,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Small
812,10201,30,64.81,Shipped,S18_2625,6505555787,San Francisco,CA,USA,Murphy,Julie,Small
813,10210,40,49.67,Shipped,S18_2625,+81 06 6342 5555,Osaka,Osaka,Japan,Kentary,Mory,Small
814,10223,28,60.57,Shipped,S18_2625,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
815,10236,23,55.72,Shipped,S18_2625,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Small
816,10251,29,61.18,Shipped,S18_2625,2015559350,Newark,NJ,USA,Brown,William,Small
817,10263,34,58.75,Shipped,S18_2625,2035552570,Bridgewater,CT,USA,King,Julie,Small
818,10275,37,63.6,Shipped,S18_2625,40.67.8555,Nantes,,France,Labrune,Janine,Small
819,10285,20,49.06,Shipped,S18_2625,6175558555,Cambridge,MA,USA,Hernandez,Marta,Small
820,10298,32,48.46,Shipped,S18_2625,40.32.2555,Nantes,,France,Schmitt,Carine,Small
821,10308,34,52.09,Shipped,S18_2625,9145554562,White Plains,NY,USA,Frick,Steve,Small
822,10318,42,52.7,Shipped,S18_2625,2155551555,Allentown,PA,USA,Yu,Kyung,Small
823,10329,38,100.0,Shipped,S18_2625,2125557818,NYC,NY,USA,Yu,Kwai,Medium
824,10339,30,62.16,Shipped,S18_2625,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Small
825,10362,23,49.67,Shipped,S18_2625,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
826,10374,22,53.3,Shipped,S18_2625,61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Small
827,10389,39,100.0,Shipped,S18_2625,0695-34 6555,Boras,,Sweden,Larsson,Maria,Medium
828,10402,55,55.72,Shipped,S18_2625,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Medium
829,10417,36,61.18,Disputed,S18_2625,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
830,10101,26,100.0,Shipped,S18_2795,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Medium
831,10110,31,100.0,Shipped,S18_2795,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
832,10125,34,100.0,Shipped,S18_2795,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
833,10139,41,100.0,Shipped,S18_2795,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Large
834,10149,23,100.0,Shipped,S18_2795,4155554312,Brisbane,CA,USA,Taylor,Sue,Medium
835,10162,48,100.0,Shipped,S18_2795,6505551386,San Francisco,CA,USA,Brown,Julie,Large
836,10173,22,100.0,Shipped,S18_2795,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Medium
837,10182,21,100.0,Shipped,S18_2795,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
838,10193,22,100.0,Shipped,S18_2795,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Medium
839,10205,40,100.0,Shipped,S18_2795,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Large
840,10214,50,100.0,Shipped,S18_2795,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Large
841,10227,29,100.0,Shipped,S18_2795,78.32.5555,Lyon,,France,Saveley,Mary,Medium
842,10244,43,100.0,Shipped,S18_2795,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
843,10255,24,100.0,Shipped,S18_2795,88.60.1555,Strasbourg,,France,Citeaux,Frederique,Medium
844,10280,22,100.0,Shipped,S18_2795,011-4988555,Torino,,Italy,Accorti,Paolo,Medium
845,10289,43,100.0,Shipped,S18_2795,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Large
846,10304,20,100.0,Shipped,S18_2795,30.59.8555,Versailles,,France,Tonini,Daniel,Medium
847,10312,25,100.0,Shipped,S18_2795,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
848,10322,36,100.0,Shipped,S18_2795,6035558647,Nashua,NH,USA,Young,Valarie,Medium
849,10332,24,52.67,Shipped,S18_2795,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
850,10347,21,100.0,Shipped,S18_2795,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
851,10356,30,100.0,Shipped,S18_2795,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Medium
852,10367,32,94.79,Resolved,S18_2795,6265557265,Pasadena,CA,USA,Young,Julie,Medium
853,10380,21,47.18,Shipped,S18_2795,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
854,10390,26,78.11,Shipped,S18_2795,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
855,10421,35,100.0,In Process,S18_2795,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
856,10109,26,100.0,Shipped,S18_2870,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Medium
857,10123,46,100.0,Shipped,S18_2870,40.32.2555,Nantes,,France,Schmitt,Carine,Medium
858,10137,37,100.0,Shipped,S18_2870,26.47.1555,Reims,,France,Henriot,Paul,Medium
859,10148,27,100.0,Shipped,S18_2870,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Medium
860,10161,23,100.0,Shipped,S18_2870,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Medium
861,10172,39,100.0,Shipped,S18_2870,2035552570,Bridgewater,CT,USA,King,Julie,Medium
862,10181,27,100.0,Shipped,S18_2870,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Medium
863,10192,38,100.0,Shipped,S18_2870,6035558647,Nashua,NH,USA,Young,Valarie,Medium
864,10204,27,100.0,Shipped,S18_2870,2125557413,NYC,NY,USA,Young,Jeff,Medium
865,10212,40,100.0,Shipped,S18_2870,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
866,10226,24,100.0,Shipped,S18_2870,7605558146,San Diego,CA,USA,Thompson,Valarie,Medium
867,10241,44,100.0,Shipped,S18_2870,88.60.1555,Strasbourg,,France,Citeaux,Frederique,Medium
868,10253,37,100.0,Cancelled,S18_2870,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Medium
869,10266,20,100.0,Shipped,S18_2870,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
870,10278,39,100.0,Shipped,S18_2870,7025551838,Las Vegas,NV,USA,King,Sue,Medium
871,10287,44,100.0,Shipped,S18_2870,0897-034555,Gensve,,Switzerland,Holz,Michael,Medium
872,10301,22,100.0,Shipped,S18_2870,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Medium
873,10311,43,100.0,Shipped,S18_2870,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
874,10321,27,100.0,Shipped,S18_2870,5085552555,New Bedford,MA,USA,Benitez,Violeta,Small
875,10331,26,64.9,Shipped,S18_2870,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Small
876,10343,25,52.32,Shipped,S18_2870,26.47.1555,Reims,,France,Henriot,Paul,Small
877,10366,49,100.0,Shipped,S18_2870,(071) 23 67 2555,Charleroi,,Belgium,Cartrain,Pascale,Medium
878,10379,29,100.0,Shipped,S18_2870,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
879,10407,41,100.0,On Hold,S18_2870,4085553659,San Jose,CA,USA,Frick,Sue,Medium
880,10419,55,100.0,Shipped,S18_2870,6562-9555,Salzburg,,Austria,Pipps,Georg,Large
881,10103,27,83.07,Shipped,S18_2949,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Small
882,10112,23,100.0,Shipped,S18_2949,0921-12 3555,Lule,,Sweden,Berglund,Christina,Small
883,10126,31,90.17,Shipped,S18_2949,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Small
884,10139,46,100.0,Shipped,S18_2949,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Medium
885,10150,47,91.18,Shipped,S18_2949,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
886,10163,31,100.0,Shipped,S18_2949,2125558493,NYC,NY,USA,Hernandez,Maria,Medium
887,10174,46,100.0,Shipped,S18_2949,61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Medium
888,10183,37,89.15,Shipped,S18_2949,2155554695,Philadelphia,PA,USA,Cervantes,Francisca,Medium
889,10193,28,93.21,Shipped,S18_2949,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Small
890,10206,37,90.17,Shipped,S18_2949,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Medium
891,10215,49,100.0,Shipped,S18_2949,3105553722,Burbank,CA,USA,Thompson,Steve,Medium
892,10228,24,100.0,Shipped,S18_2949,6175555555,Cambridge,MA,USA,Tseng,Kyung,Small
893,10244,30,100.0,Shipped,S18_2949,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
894,10257,50,88.14,Shipped,S18_2949,4085553659,San Jose,CA,USA,Frick,Sue,Medium
895,10270,31,96.24,Shipped,S18_2949,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
896,10280,46,100.0,Shipped,S18_2949,011-4988555,Torino,,Italy,Accorti,Paolo,Medium
897,10291,47,100.0,Shipped,S18_2949,0695-34 6555,Boras,,Sweden,Larsson,Maria,Medium
